v1,v2
0,"Neither [in sterm voice] - i'm studying. All fine with me! Not sure the  thing will be resolved, tho. Anyway. Have a fab hols"
0,Thanks for looking out for me. I really appreciate.
0,"Ya tel, wats ur problem.."
0,"Alright we're hooked up, where you guys at"
0,I am taking you for italian food. How about a pretty dress with no panties? :)
0,tap & spile at seven. * Is that pub on gas st off broad st by canal. Ok?
0,Guai... ÌÏ shd haf seen him when he's naughty... ÌÏ so free today? Can go jogging...
0,Hey! Congrats 2u2. id luv 2 but ive had 2 go home!
0,Great. P diddy is my neighbor and comes for toothpaste every morning
0,"Under the sea, there lays a rock. In the rock, there is an envelope. In the envelope, there is a paper. On the paper, there are 3 words... '"
0,"sry can't talk on phone, with parents"
0,Should I head straight there or what
0,You said to me before i went back to bed that you can't sleep for anything.
0,Aight should I just plan to come up later tonight?
0,"Forgot it takes me 3 years to shower, sorry. Where you at/your phone dead yet?"
0,Wishing you a wonderful week.
0,Huh i cant thk of more oredi how many pages do we have?
0,You still coming tonight?
0,Do you like shaking your booty on the dance floor?
0,Will it help if we propose going back again tomorrow
0,Asking do u knw them or nt? May be ur frnds or classmates?
0,"Carlos took a while (again), we leave in a minute"
0,Ha... Both of us doing e same thing. But i got tv 2 watch. U can thk of where 2 go tonight or u already haf smth in mind...
0,She went to attend another two rounds today..but still did't reach home..
0,Water logging in desert. Geoenvironmental implications.
0,When did dad get back.
0,Dude ive been seeing a lotta corvettes lately
0,Oh k :)why you got job then whats up?
0,Oh yah... We never cancel leh... Haha 
0,Or remind me in a few hrs.
0,My phone
0,Thats cool. How was your day?
0,Will purchase d stuff today and mail to you. Do you have a po box number?
0,Oh yeah I forgot. U can only take 2 out shopping at once.
0,Yavnt tried yet and never played original either
0,If I was I wasn't paying attention
0,Wait 2 min..stand at bus stop
0,Take some small dose tablet for fever
0,Please reserve ticket on saturday eve from chennai to thirunelvali and again from tirunelvali to chennai on sunday eve...i already see in net..no ticket available..i want to book ticket through tackle ..
0,Lol yes. But it will add some spice to your day.
0,"Lemme know when I can swing by and pick up, I'm free basically any time after 1 all this semester"
0,So how many days since then?
0,Pls send me your address sir.
0,Good Morning my Dear Shijutta........... Have a great &amp; successful day.
0,Sorry i din lock my keypad.
0,Yup it's at paragon... I havent decided whether 2 cut yet... Hee...
0,Hi' Test on  &lt;#&gt; rd ....
0,How much i gave to you. Morning.
0,Ball is moving a lot.will spin in last :)so very difficult to bat:)
0,If u laugh really loud.. If u talk spontaneously.. If u dont care what others feel.. U are probably with your dear &amp; best friends.. GOODEVENING Dear..:)
0,ÌÏ log off 4 wat. It's sdryb8i
0,Send me your resume:-)
0,Yo come over carlos will be here soon
0,PS U no ur a grown up now right?
0,"\Im on gloucesterroad what are uup to later?\"""""
0,All sounds good. Fingers . Makes it difficult to type
0,"Text me when you get off, don't call, my phones having problems"
0,"No we put party 7 days a week and study lightly, I think we need to draw in some custom checkboxes so they know we're hardcore"
0,"We spend our days waiting for the ideal path to appear in front of us.. But what we forget is.. \paths are made by walking.. not by waiting..\"" Goodnight!"""
0,Aiyar hard 2 type. U later free then tell me then i call n scold n tell u.
0,Send to someone else :-)
0,"The house is on the water with a dock, a boat rolled up with a newscaster who dabbles in jazz flute behind the wheel"
0,I think chennai well settled?
0,Well i know Z will take care of me. So no worries.
0,So wat's da decision?
0,Wewa is 130. Iriver 255. All 128 mb.
0,"If you're still up, maybe leave the credit card so I can get gas when I get back like he told me to"
0,First answer my question.
0,Eek that's a lot of time especially since American Pie is like 8 minutes long. I can't stop singing it.
0,Cause I'm not freaky lol
0,Lol ... I really need to remember to eat when I'm drinking but I do appreciate you keeping me company that night babe *smiles*
0,Omg Joanna is freaking me out. She's looked thru all my friends to find photos of me. And then she's asking about stuff on my MySpace which I haven't even logged on in like a year. :/
0,R u sure they'll understand that! Wine * good idea just had a slurp!
0,And is there a way you can send shade's stuff to her. And she has been wonderful too.
0,I will reach ur home in  &lt;#&gt;  minutes
0,I'm gonna say no. Sorry. I would but as normal am starting to panic about time. Sorry again! Are you seeing on Tuesday?
0,HOW ARE U? I HAVE MISSED U! I HAVENT BEEN UP 2 MUCH A BIT BORED WITH THE HOLIDAY WANT 2 GO BAK 2 COLLEGE! SAD ISNT IT?xx
0,Have a nice day my dear.
0,LOL that would be awesome payback.
0,No wonder... Cos i dun rem seeing a silver car... But i thk i saw a black one...
0,No he didn't. Spring is coming early yay!
0,Thk some of em find wtc too far... Weiyi not goin... E rest i dunno yet... R ur goin 4 dinner den i might b able to join...
0,Why don't you go tell your friend you're not sure you want to live with him because he smokes too much then spend hours begging him to come smoke
0,Umma. Did she say anything
0,Thank god they are in bed!
0,Jokin only lar... :-) depends on which phone my father can get lor...
0,No no. I will check all rooms befor activities
0,Mode men or have you left.
0,"My mobile number.pls sms ur mail id.convey regards to achan,amma.Rakhesh.Qatar"
0,Yes..gauti and sehwag out of odi series.
0,Arun can u transfr me d amt
0,Realy sorry-i don't recognise this number and am now confused :) who r u please?! 
0,Heart is empty without love.. Mind is empty without wisdom.. Eyes r empty without dreams &amp; Life is empty without frnds.. So Alwys Be In Touch. Good night &amp; sweet dreams
0,All was well until slightly disastrous class this pm with my fav darlings! Hope day off ok. Coffee wld be good as can't stay late tomorrow. Same time + place as always?
0,Hope ur head doesn't hurt 2 much ! Am ploughing my way through a pile of ironing ! Staying in with a chinky tonight come round if you like.
0,We're on the opposite side from where we dropped you off
0,Hey no I ad a crap nite was borin without ya 2 boggy with me u boring biatch! Thanx but u wait til nxt time il ave ya 
0,"1.20 that call cost. Which i guess isnt bad. Miss ya, need ya, want ya, love ya"
0,R we still meeting 4 dinner tonight?
0,Are you wet right now?
0,So that means you still think of teju
0,That sucks. I'll go over so u can do my hair. You'll do it free right?
0,"Depends on quality. If you want the type i sent boye, faded glory, then about 6. If you want ralphs maybe 2"
0,I don't think he has spatula hands!
0,This is my number by vivek..
0,"G says you never answer your texts, confirm/deny"
0,Are you available for soiree on June 3rd?
0,Oh my God. I'm almost home
0,Are you planning to come chennai?
0,I'm in a movie. Call me 4 wat?
0,"HELLOGORGEOUS, HOWS U? MY FONE WAS ON CHARGE LST NITW WEN U TEXD ME. HOPEU AD A NICE WKEND AS IM SURE U DID LOOKIN 4WARD 2 C-IN U 2MRW LUV JAZ"
0,Nope thats fine. I might have a nap tho! 
0,You have got tallent but you are wasting.
0,Why did I wake up on my own &gt;:(
0,From someone not to smoke when every time I've smoked in the last two weeks is because of you calling or texting me that you wanted to smoke
0,Printer is cool. I mean groovy. Wine is groovying
0,That's y u haf 2 keep me busy...
0,Please leave this topic..sorry for telling that..
0,I tot u outside cos darren say u come shopping. Of course we nice wat. We jus went sim lim look at mp3 player.
0,U still going to the mall?
0,I'm ok. Will do my part tomorrow
0,Ma head dey swell oh. Thanks for making my day
0,"Yes, i'm small kid.. And boost is the secret of my energy.."
0,Were gonna go get some tacos
0,Wat makes u thk i'll fall down. But actually i thk i'm quite prone 2 falls. Lucky my dad at home i ask him come n fetch me already.
0,Probably money worries. Things are coming due and i have several outstanding invoices for work i did two and three months ago.
0,Oh... Okie lor...We go on sat... 
0,Hey you can pay. With salary de. Only  &lt;#&gt; .
0,I wait 4 Ì_ inside da car park...
0,Nvm... I'm going to wear my sport shoes anyway... I'm going to be late leh.
0,Thank u. IT BETTER WORK OUT CAUSE I WILL FEEL USED OTHERWISE
0,S:-)if we have one good partnership going we will take lead:)
0,"No my blankets are sufficient, thx"
0,I have 2 docs appointments next week.:/ I'm tired of them shoving stuff up me. Ugh why couldn't I have had a normal body?
0,Also remember the beads don't come off. Ever.
0,Got it..mail panren paru..
0,U R THE MOST BEAUTIFUL GIRL IVE EVER SEEN. U R MY BABY COME AND C ME IN THE COMMON ROOM
0,"Thursday night? Yeah, sure thing, we'll work it out then"
0,Hey check it da. I have listed da.
0,Let me know how it changes in the next 6hrs. It can even be appendix but you are out of that age range. However its not impossible. So just chill and let me know in 6hrs
0,Even if he my friend he is a priest call him now
0,LOL ... No just was busy
0,Good Morning plz call me sir
0,Life style garments account no please.
0,I am waiting machan. Call me once you free.
0,"Sorry, I'll call later"
0,May i call You later Pls
0,You got job in wipro:)you will get every thing in life in 2 or 3 years.
0,Great escape. I fancy the bridge but needs her lager. See you tomo 
0,S.this will increase the chance of winning.
0,Do Ì_ noe if ben is going?
0,Well obviously not because all the people in my cool college life went home ;_;
0,"Ela kano.,il download, come wen ur free.."
0,Oh ok wait 4 me there... My lect havent finish
0,O was not into fps then.
0,Lol ... I knew that .... I saw him in the dollar store
0,It's ok lar. U sleep early too... Nite...
0,He didn't see his shadow. We get an early spring yay
0,So what did the bank say about the money?
0,Also track down any lighters you can find
0,I HAVE A DATE ON SUNDAY WITH WILL!!
0,HI DARLIN I FINISH AT 3 DO U 1 2 PICK ME UP OR MEET ME? TEXT BACK ON THIS NUMBER LUV KATE XXX
0,I'm good. Have you registered to vote?
0,"Open rebtel with firefox. When it loads just put plus sign in the user name place, and it will show you two numbers. The lower number is my number. Once you pick that number the pin will display okay!"
0,Ok i will tell her to stay out. Yeah its been tough but we are optimistic things will improve this month.
0,You call him and tell now infront of them. Call him now.
0,"If i let you do this, i want you in the house by 8am."
0,"Come round, it's . "
0,"Evry Emotion dsn't hav Words.Evry Wish dsn't hav Prayrs.. If u Smile,D World is wit u.Othrwise even d Drop of Tear dsn't lik 2 Stay wit u.So b happy.. Good morning, keep smiling:-)"
0,Sen told that he is going to join his uncle finance in cbe
0,ELLO BABE U OK?
0,"FRAN I DECIDED 2 GO N E WAY IM COMPLETELY BROKE AN KNACKERED I GOT UP BOUT 3 C U 2MRW LOVE JANX P.S THIS IS MY DADS FONE, -NO CREDIT"
0,Yeah it's jus rite...
0,hows my favourite person today? r u workin hard? couldn't sleep again last nite nearly rang u at 4.30
0,"Haha yeah I see that now, be there in a sec"
0,Sent me ur email id soon
0,Have you been practising your curtsey?
0,"Hello, yeah i've just got out of the bath and need to do my hair so i'll come up when i'm done, yeah?"
0,No. But we'll do medical missions to nigeria
0,I was just callin to say hi. Take care bruv!
0,get ready to moan and scream :)
0,Kaiez... Enjoy ur tuition... Gee... Thk e second option sounds beta... I'll go yan jiu den msg u...
0,Thanks chikku..:-) gud nyt:-*
0,Reverse is cheating. That is not mathematics.
0,"Sorry, I'll call later in meeting"
0,No one interested. May be some business plan.
0,No go. No openings for that room 'til after thanksgiving without an upcharge.
0,Where at were hungry too
0,In which place i can get rooms cheap:-)
0,In meeting da. I will call you
0,You sure your neighbors didnt pick it up
0,Havent planning to buy later. I check already lido only got 530 show in e afternoon. U finish work already?
0,Ok no prob. Take ur time.
0,I sent them. Do you like?
0,Ok Chinese food on its way. When I get fat you're paying for my lipo.
0,"Enjoy the showers of possessiveness poured on u by ur loved ones, bcoz in this world of lies, it is a golden gift to be loved truly.."
0,"Just gettin a bit arty with my collages at the mo, well tryin 2 ne way! Got a roast in a min lovely i shall enjoy that!"
0,"Hi elaine, is today's meeting confirmed?"
0,I AM AT THE GAS STATION. GO THERE.
0,Sos! Any amount i can get pls.
0,Lul im gettin some juicy gossip at the hospital. Two nurses are talking about how fat they are gettin. And one thinks shes obese. Oyea.
0,"I can. But it will tell quite long, cos i haven't finish my film yet..."
0,Oh :-)only 4 outside players allowed to play know
0,Hi darlin im on helens fone im gonna b up the princes 2 nite please come up tb love Kate
0,Yup but not studying surfing lor. I'm in e lazy mode today.
0,"FR'NDSHIP is like a needle of a clock. Though V r in d same clock, V r nt able 2 met. Evn if V meet,itz only 4few seconds. Bt V alwys stay conected. Gud 9t;-)"
0,Hi im having the most relaxing time ever! we have to get up at 7am every day! was the party good the other night? I get home tomorrow at 5ish.
0,Surely result will offer:)
0,Omg it could snow here tonite!
0,Bognor it is! Should be splendid at this time of year.
0,Yo you guys ever figure out how much we need for alcohol? Jay and I are trying to figure out how much we can safely spend on weed
0,Haha i think i did too
0,Hows the street where the end of library walk is?
0,Are you the cutest girl in the world or what
0,O i played smash bros  &lt;#&gt;  religiously.
0,I got a call from a landline number. . . I am asked to come to anna nagar . . . I will go in the afternoon
0,Tell rob to mack his gf in the theater
0,Hey... are you going to quit soon? Xuhui and i working till end of the month 
0,That seems unnecessarily affectionate
0,"Yes, princess. Are you going to make me moan?"
0,I to am looking forward to all the sex cuddling.. Only two more sleeps 
0,No problem. We will be spending a lot of quality time together...
0,Have a good trip. Watch out for . Remember when you get back we must decide about easter.
0,"Sorry, it's a lot of friend-of-a-friend stuff, I'm just now about to talk to the actual guy who wants to buy"
0,Where in abj are you serving. Are you staying with dad or alone.
0,I like to think there's always the possibility of being in a pub later.
0,Ill be there on  &lt;#&gt;  ok.
0,i can call in  &lt;#&gt;  min if thats ok
0,"Haha... Where got so fast lose weight, thk muz go 4 a month den got effect... Gee,later we go aust put bk e weight."
0,How will I creep on you now? ;_;
0, &lt;#&gt;  mins but i had to stop somewhere first.
0,Where you. What happen
0,Cos darren say Ì_ considering mah so i ask Ì_...
0,I will take care of financial problem.i will help:)
0,&lt;#&gt;  great loxahatchee xmas tree burning update: you can totally see stars here
0,Our Prasanth ettans mother passed away last night. Just pray for her and family.
0,I (Career Tel) have added u as a contact on INDYAROCKS.COM to send FREE SMS. To remove from phonebook - sms NO to  &lt;#&gt;
0,"I want to show you the world, princess :) how about europe?"
0,Pansy! You've been living in a jungle for two years! Its my driving you should be more worried about!
0,I havent lei.. Next mon can?
0,What time should I tell my friend to be around?
0,I finished my lunch already. U wake up already?
0,Dear how is chechi. Did you talk to her
0,Hi mom we might be back later than  &lt;#&gt; 
0,"Good afternon, my love. How are today? I hope your good and maybe have some interviews. I wake and miss you babe. A passionate kiss from across the sea"
0,ÌÏ thk of wat to eat tonight.
0,New car and house for my parents.:)i have only new job in hand:)
0,Then ur physics get a-?
0,I wish that I was with you. Holding you tightly. Making you see how important you are. How much you mean to me ... How much I need you ... In my life ...
0,Go where n buy? Juz buy when we get there lar.
0,In that case I guess I'll see you at campus lodge
0,Okie... Thanx...
0,what is your account number?
0,"Can you please ask macho what his price range is, does he want something new or used plus it he only interfued in the blackberry bold  &lt;#&gt;  or any bb"
0,"Living is very simple.. Loving is also simple.. Laughing is too simple.. Winning is tooo simple.. But, Being 'SIMPLE' is very difficult...;-) :-)"
0,Then u drive lor.
0,"No dice, art class 6 thru 9 :( thanks though. Any idea what time I should come tomorrow?"
0,Dunno lei he neva say...
0,If india win or level series means this is record:)
0,"Its ok., i just askd did u knw tht no?"
0,No. I meant the calculation is the same. That  &lt;#&gt; units at  &lt;#&gt; . This school is really expensive. Have you started practicing your accent. Because its important. And have you decided if you are doing 4years of dental school or if you'll just do the nmde exam.
0,I got lousy sleep. I kept waking up every 2 hours to see if my cat wanted to come in. I worry about him when its cold :(
0,Eat at old airport road... But now 630 oredi... Got a lot of pple...
0,K then 2marrow are you coming to class.
0,If you hear a loud scream in about &lt;#&gt; minutes its cause my Gyno will be shoving things up me that don't belong :/
0,My exam is for february 4. Wish you a great day.
0,Good morning princess! Have a great day!
0,First has she gained more than  &lt;#&gt; kg since she took in. Second has she done the blood sugar tests. If she has and its ok and her blood pressure is within normal limits then no worries
0,I'm in class. Did you get my text.
0,somewhere out there beneath the pale moon light someone think in of u some where out there where dreams come true... goodnite &amp; sweet dreams
0,Not from this campus. Are you in the library?
0,Yes baby! We can study all the positions of the kama sutra ;)
0,Yun buying... But school got offer 2000 plus only...
0,"That's fine, have him give me a call if he knows what he wants or has any questions"
0,Oops i thk i dun haf enuff... I go check then tell Ì_..
0,"\Are you comingdown later?\"""""
0,Ok. I asked for money how far
0,"Rose for red,red for blood,blood for heart,heart for u. But u for me.... Send tis to all ur friends.. Including me.. If u like me.. If u get back, 1-u r poor in relation! 2-u need some 1 to support 3-u r frnd 2 many 4-some1 luvs u 5+- some1 is praying god to marry u.:-) try it...."
0,Ok no prob
0,How come i din c Ì_... Yup i cut my hair...
0,Nt joking seriously i told
0,Can you please send me my aunty's number
0,"\CHEERS U TEX MECAUSE U WEREBORED! YEAH OKDEN HUNNY R UIN WK SAT?SOUNDåÕS LIKEYOUR HAVIN GR8FUN J! KEEP UPDAT COUNTINLOTS OF LOVEME XXXXX.\"""""
0,So your telling me I coulda been your real Valentine and I wasn't? U never pick me for NOTHING!!
0,"Jay told me already, will do"
0,Sorry dude. Dont know how i forgot. Even after Dan reminded me. Sorry. Hope you guys had fun.
0,"He is impossible to argue with and he always treats me like his sub, like he never released me ... Which he did and I will remind him of that if necessary"
0,Love has one law; Make happy the person you love. In the same way friendship has one law; Never make ur friend feel alone until you are alive.... Gud night
0,Never blame a day in ur life. Good days give u happiness. Bad days give u experience. Both are essential in life! All are Gods blessings! good morning.:
0,I wish! I don't think its gonna snow that much. But it will be more than those flurries we usually get that melt before they hit the ground. Eek! We haven't had snow since &lt;#&gt; before I was even born!
0,Okie.. Thanx..
0,Can Ì_ call me at 10:10 to make sure dat i've woken up...
0,Guess he wants alone time. We could just show up and watch when they do..
0,Is that seriously how you spell his name?
0,on hen night. Going with a swing
0,How u doin baby girl ?? hope u are okay every time I call ure phone is off! I miss u get in touch
